index,Regulator,Target,Sign,Model,Classification,Confidence rank,Constraint,Notes
654,PIP3_2,MAPK,positive,Z21,replaced,,,"The MAPK node refers to the pathway of RAF1, MEK, ERK. We introduce the nodes RAF1_2, MEK_2, ERK_2 to resolve this node. The mechanism behind this edge is that PIP3 indirectly activates RAF1 via RAC and PAK1. Thus, this edge is replaced by the PIP3_2->RAF1 edge."
655,RAS,MAPK,positive,Z21,replaced,,,"The MAPK node refers to the pathway of RAF1, MEK, ERK. The mechanism behind this edge is that RAS activates RAF1. Thus, this edge is replaced by the RAS->RAF1 edge."
656,RAS_2,MAPK,positive,Z21,replaced,,,"The MAPK node refers to the pathway of RAF1, MEK, ERK. The mechanism behind this edge is that RAS activates RAF1. Thus, this edge is replaced by the RAS_2->RAF1 edge."
657,RAS_3,MAPK,positive,Z21,replaced,,,"The MAPK node refers to the pathway of RAF1, MEK, ERK. TThe mechanism behind this edge is that RAS activates RAF1. Thus, this edge is replaced by the RAS_3->RAF1 edge."
658,Trametinib,MAPK,negative,Z21,replaced,,,"The MAPK node refers to the pathway of RAF1, MEK, ERK.  Trametinib is a highly selective allosteric inhibitor of MEK1 (MAP2K1) and MEK2 (MAP2K2). This edge is replaced by a Trametinib-| MEK edge."
659,MAPK,MAPK_2,positive,Z21,,0,necessary,Reaching a higher level necessitates reaching the lower level first.
660,PIP3,MAPK_2,positive,Z21,replaced,,,"The MAPK_2 node refers to the high activity of the pathway of RAF1, MEK, ERK. We introduce the nodes RAF1_2, MEK_2, ERK_2 to resolve this node. The mechanism behind this edge is that PIP3 indirectly activates RAF1 via RAC and PAK1. Thus, this edge is replaced by the PIP3->RAF1 edge."
661,PIP3_2,MAPK_2,positive,Z21,replaced,,,"The MAPK_2 node refers to the high activity of the pathway of RAF1, MEK, ERK. We introduce the nodes RAF1_2, MEK_2, ERK_2 to resolve this node.The mechanism behind this edge is that PIP3 indirectly activates RAF1 via RAC and PAK1. Thus, this edge is replaced by the PIP3_2->RAF1 edge."
662,RAS_2,MAPK_2,positive,Z21,replaced,,,"The MAPK_2 node refers to the high activity of the pathway of RAF1, MEK, ERK. We introduce the nodes RAF1_2, MEK_2, ERK_2 to resolve this node.The mechanism behind this edge is that RAS activates RAF1. Thus, this edge is replaced by the RAS_2->RAF1_2 edge."
663,RAS_3,MAPK_2,positive,Z21,replaced,,,"The MAPK_2 node refers to the high activity of the pathway of RAF1, MEK, ERK. We introduce the nodes RAF1_2, MEK_2, ERK_2 to resolve this node. The mechanism behind this edge is that RAS activates RAF1. Thus, this edge is replaced by the RAS_3->RAF1_2 edge."
664,Trametinib,MAPK_2,negative,Z21,replaced,,,"The MAPK node refers to the pathway of RAF1, MEK, ERK.  Trametinib is a highly selective allosteric inhibitor of MEK1 (MAP2K1) and MEK2 (MAP2K2).  This edge is replaced by a Trametinib-|MEK_2 edge."
665,MCL1_T,MCL1,positive,Z21,direct,1,regulates,protein translation
666,S63845,MCL1,negative,Z21,direct,1,regulates,"S63845 is a selective BH3-mimetic inhibitor of MCL-1. It binds to the BH3-binding groove of MCL-1 with very high affinity and displaces pro-apoptotic partners such as BAX/BAK/BIM, thereby neutralizing MCL-1’s anti-apoptotic function."
667,ER_transcription,MYC,positive,Z21,direct,1,regulates,regulation of transcription. ERα occupies regulatory elements associated with the MYC locus and induces MYC transcription. ER_transcription represents the transcriptional activity of the estrogen receptor.
668,MYC_2,MYC,positive,Z21,unsupported,-,,This edge is an artifact of the Boolean representation of multi-level nodes.
669,ER_transcription_2,MYC_2,positive,Z21,direct,1,regulates,regulation of transcription. ERα occupies regulatory elements associated with the MYC locus and induces MYC transcription. ER_transcription_2 represents the transcriptional activity of the estrogen receptor.
670,MYC,MYC_2,positive,Z21,,0,necessary,Reaching a higher level necessitates reaching the lower level first.
671,MYC_T,MYC_2,positive,Z21,direct,1,regulates,translation of the MYC protein.
672,MYC,MYC_targets,positive,Z21,direct,1,regulates,regulation of transcription. MYC_targets represents genes regulated both transcriptionally by MYC and translationally by the mTORC1 pathway.
673,MYC_2,MYC_targets,positive,Z21,direct,1,regulates,regulation of transcription. MYC_targets represents genes regulated both transcriptionally by MYC and translationally by the mTORC1 pathway. We assign the same confidence ranking as that of the MYC->MYC_targets edge.
674,MYC_targets_2,MYC_targets,positive,Z21,unsupported,-,,This edge is an artifact of the Boolean representation of multi-level nodes.
675,Translation,MYC_targets,positive,Z21,direct,1,regulates,"MYC_targets represents genes regulated both transcriptionally by MYC and translationally by the mTORC1 pathway, consistent with findings of convergent effects of these two pathways."
676,MYC,MYC_targets_2,positive,Z21,direct,1,regulates,regulation of transcription. MYC_targets represents genes regulated both transcriptionally by MYC and translationally by the mTORC1 pathway. We assign the same confidence ranking as that of the MYC->MYC_targets edge.
677,MYC_2,MYC_targets_2,positive,Z21,direct,1,regulates,regulation of transcription. MYC_targets represents genes regulated both transcriptionally by MYC and translationally by the mTORC1 pathway. We assign the same confidence ranking as that of the MYC->MYC_targets edge.
678,MYC_targets,MYC_targets_2,positive,Z21,,0,necessary,Reaching a higher level necessitates reaching the lower level first.
679,Translation,MYC_targets_2,positive,Z21,direct,1,regulates,"MYC_targets represents genes regulated both transcriptionally by MYC and translationally by the mTORC1 pathway, consistent with findings of convergent effects of these two pathways."
680,PIP3,PDK1_pm,positive,Z21,direct,1,necessary,protein-protein interaction. PIP3 recruits PDK1 to the plasma membrane.
681,PIP3_2,PDK1_pm,positive,Z21,direct,1,regulates,PIP3 recruits PDK1 to the plasma membrane. We consider that the confidence ranking is the same as that of the PIP3->PDK1_pm edge.
682,Alpelisib,PI3K,negative,Z21,direct,1,regulates,Alpelisib is a small-molecule inhibitor that directly binds the p110α catalytic subunit (PIK3CA) of PI3Kα and inhibits its lipid-kinase activity.
683,HER2HER3c,PI3K,positive,Z21,direct,1,regulates,protein-protein interaction. Phosphorylated HER3 within the HER2–HER3 complex directly recruits PI3K by binding to its p85 subunit.
684,HER2HER3c_2,PI3K,positive,Z21,direct,1,regulates,protein-protein interaction. Phosphorylated HER3 within the HER2–HER3 complex directly recruits PI3K by binding to its p85 subunit. We consider that the confidence ranking of the edge with the lower-level variable applies.
685,IGF1R,PI3K,positive,Z21,indirect,2,,causal effect mediated by IRS1
686,IGF1R_2,PI3K,positive,Z21,indirect,2,,causal effect mediated by IRS1; we consider that the confidence ranking of the IGFR->PI3K edge applies.
687,PI3K_2,PI3K,positive,Z21,unsupported,-,,This edge is an artifact of the Boolean representation of multi-level nodes.
688,RAS,PI3K,positive,Z21,direct,1,regulates,protein-protein interaction. GTP-bound RAS binds the Ras-binding domain (RBD) of the p110 catalytic subunit of class I PI3K. This interaction promotes PI3K activation.
689,RAS_2,PI3K,positive,Z21,direct,1,regulates,protein-protein interaction. GTP-bound RAS binds the Ras-binding domain of the p110 catalytic subunit of class I PI3K. This interaction promotes PI3K activation. We consider that the confidence ranking of the RAS->PI3K edge applies.
690,RAS_3,PI3K,positive,Z21,direct,1,regulates,protein-protein interaction. GTP-bound RAS binds the Ras-binding domain of the p110 catalytic subunit of class I PI3K. This interaction promotes PI3K activation. We consider that the confidence ranking of the RAS->PI3K edge applies.
691,Alpelisib,PI3K_2,negative,Z21,direct,1,regulates,Alpelisib is a small-molecule inhibitor that directly binds the p110α catalytic subunit (PIK3CA) of PI3Kα and inhibits its lipid-kinase activity. We consider the confidence ranking the same as that of the Alpelisib->PI3K edge.
692,HER2HER3c_2,PI3K_2,positive,Z21,direct,1,regulates,protein-protein interaction. Phosphorylated HER3 within the HER2–HER3 complex directly recruits PI3K by binding to its p85 subunit. We consider that the confidence ranking of the edge with the lower-level variable applies.
693,PI3K,PI3K_2,positive,Z21,,0,necessary,Reaching a higher level necessitates reaching the lower level first.
694,PI3K,PIP3,positive,Z21,direct,1,regulates,PI3K catalyzes the reaction that produces PIP3.
695,PI3K_2,PIP3,positive,Z21,direct,1,regulates,PI3K catalyzes the reaction that produces PIP3.
696,PIP3_2,PIP3,positive,Z21,unsupported,-,,This edge is an artifact of the Boolean representation of a multi-level variable.
697,PTEN,PIP3,negative,Z21,direct,1,regulates,PTEN dephosphorylates PIP3
698,PTEN_2,PIP3,negative,Z21,direct,1,regulates,PTEN dephosphorylates PIP3. We consider that the confidence ranking is the same as that of the PTEN-| PIP3 edge.
699,PI3K_2,PIP3_2,positive,Z21,direct,1,regulates,PI3K catalyzes the reaction that produces PIP3.
700,PIP3,PIP3_2,positive,Z21,,0,necessary,Reaching a higher level necessitates reaching the lower level first.
701,PTEN_2,PIP3_2,negative,Z21,direct,1,regulates,PTEN dephosphorylates PIP3. We consider that the confidence ranking is the same as that of the PTEN-| PIP3 edge.
702,AKT,PRAS40,negative,Z21,direct,1,regulates,phosphorylation. AKT directly phosphorylates PRAS40 (AKT1S1). This promotes PRAS40 association with 14-3-3 and reduces its association/inhibitory action on mTORC1.
703,PIM,PRAS40,negative,Z21,direct,1,regulates,"protein-protein interaction. PIM1 directly phosphorylates PRAS40 (AKT1S1) at Thr246. Functionally, this phosphorylation inhibits PRAS40's mTORC1-repressive function."
704,PTEN_2,PTEN,positive,Z21,unsupported,-,,This is an artifact of the Boolean representation of a multi-level node.
705,PTEN_T,PTEN,positive,Z21,direct,1,necessary,protein translation
706,PTEN,PTEN_2,positive,Z21,,0,necessary,Reaching a higher level necessitates reaching the lower level first.
707,PTEN_T_2,PTEN_2,positive,Z21,direct,1,necessary,protein translation
708,PTEN_T,PTEN_T,positive,Z21,unsupported,-,,This self-edge is an artifact of the implementation of the Z21 model 's assumption of a basal expression of PTEN mRNA (PTEN_T=1).
709,PTEN_T_2,PTEN_T,positive,Z21,unsupported,-,,This is an artifact of the Boolean representation of a multi-level node.
710,PTEN_T,PTEN_T_2,positive,Z21,,0,necessary,Reaching a higher level necessitates reaching the lower level first.
711,PTEN_T_2,PTEN_T_2,positive,Z21,unsupported,-,,This self-edge is an artifact of the implementation of the Z21 model's assumption of a basal expression of PTEN mRNA (PTEN_T_2=0).
712,E2F,Proliferation,positive,Z21,indirect,2,,causal effect. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression.
713,MYC_targets,Proliferation,positive,Z21,assumption,4,,This assumption is consistent with the observation that MYC overexpression can cause resistance to PI3K inhibitors.
714,E2F_2,Proliferation_2,positive,Z21,indirect,2,,causal effect. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression. We consider the confidence ranking the same as that of the E2F-> Proliferation edge.
715,E2F,Proliferation_3,positive,Z21,indirect,2,,causal effect. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression. We consider the confidence ranking the same as that of the E2F-> Proliferation edge.
716,E2F_2,Proliferation_3,positive,Z21,indirect,2,,causal effect. E2F1/2/3 are transcription factors that promote cell-cycle progression by regulating genes required for DNA replication and G1/S progression. We consider the confidence ranking the same as that of the E2F-> Proliferation edge.
717,MYC_targets_2,Proliferation_3,positive,Z21,assumption,4,,This assumption is consistent with the observation that MYC overexpression can cause resistance to PI3K inhibitors.
718,HER2HER3c,RAS,positive,Z21,indirect,2,,"causal effect mediated by GRB2, SOS"
719,HER2HER3c_2,RAS,positive,Z21,indirect,2,,"causal effect mediated by GRB2, SOS. We consider the confidence level the same as that of the HER2HER3c->RAS edge."
720,IGF1R,RAS,positive,Z21,indirect,2,,"causal effect mediated by GRB2, SOS"
721,IGF1R_2,RAS,positive,Z21,indirect,2,,"causal effect mediated by GRB2, SOS; we consider that the confidence ranking of the IGF1R->RAS edge applies."
722,RAS_2,RAS,positive,Z21,unsupported,-,,This edge is an artifact of the Boolean representation of multi-level nodes.
723,RAS_3,RAS,positive,Z21,unsupported,-,,This edge is an artifact of the Boolean representation of multi-level nodes.
724,HER2HER3c,RAS_2,positive,Z21,indirect,2,,"causal effect mediated by GRB2, SOS. We consider the confidence level the same as that of the HER2HER3c->RAS edge."
725,HER2HER3c_2,RAS_2,positive,Z21,indirect,2,,"causal effect mediated by GRB2, SOS. We consider the confidence level the same as that of the HER2HER3c->RAS edge."
726,RAS,RAS_2,positive,Z21,,0,necessary,Reaching a higher level necessitates reaching the lower level first.
727,RAS_3,RAS_2,positive,Z21,unsupported,-,,This edge is an artifact of the Boolean representation of multi-level nodes.
728,HER2HER3c_2,RAS_3,positive,Z21,indirect,2,,"causal effect mediated by GRB2, SOS. We consider the confidence level the same as that of the HER2HER3c->RAS edge."
729,RAS,RAS_3,positive,Z21,,0,necessary,Reaching a higher level necessitates reaching the lower level first.
730,RAS_2,RAS_3,positive,Z21,,0,necessary,Reaching a higher level necessitates reaching the lower level first.
731,mTORC1,S6K,positive,Z21,direct,1,regulates,phosphorylation. mTORC1 phosphorylates S6K. This phosphorylation is essential for efficient S6K1 activation; full activation is done by PDK1.
732,PDK1_ic,SGK1,positive,Z21,direct,1,necessary,"phosphorylation. Intracellular PDK1 phosphorylates SGK1 at Thr256 in its activation loop, producing full kinase activation after the hydrophobic-motif site (Ser422) has been phosphorylated by mTORC2. "
